tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,probabilidad_mora,prediccion,mora_real
4,2025-04-04 10:21:53,4344000.0,6,43,Independiente,20000000,10000000,645827,838.0,5,1,2,1,1,1000000.0,Estable,0.4380104999593583,0,0
4,2025-06-09 10:10:06,1131900.0,6,34,Empleado,1500000,480000,168281,847.0,2,3,1,0,0,959344.0,Creciente,0.25202125040581563,0,0
4,2025-06-15 16:25:06,1200000.0,6,68,Empleado,4000000,2500000,178476,766.0,4,3,1,0,0,,,0.30696320451930276,0,1
4,2025-08-14 13:32:17,3360000.0,6,50,Independiente,3580000,1155000,505742,922.0,5,4,4,1,0,969508.0,Creciente,0.29981850400152593,0,0
4,2025-02-15 13:10:22,2672400.0,12,42,Independiente,6000000,2000000,209955,798.0,6,1,4,0,0,,,0.28520634224070407,0,0
9,2025-04-30 16:38:32,878880.0,5,49,Independiente,5000000,2000000,142664,820.0,13,12,6,0,4,941789.0,Creciente,0.39185750130581887,0,0
9,2025-03-26 16:35:35,878880.0,11,45,Independiente,5000000,2000000,68496,732.0,9,13,3,1,4,925157.0,Creciente,0.559560496014667,1,0
9,2025-06-15 15:40:09,1269000.0,3,46,Empleado,5000000,2000000,337095,811.0,5,6,1,0,2,32826.0,Creciente,0.4809610319135685,0,0
4,2025-06-20 11:28:52,7200000.0,12,60,Independiente,12000000,3000000,570791,781.0,4,4,2,0,2,950105.0,Creciente,0.5391178982486456,0,0
9,2025-04-05 10:15:45,821208.0,2,61,Independiente,5000000,2000000,323844,853.0,7,3,5,0,1,66667.0,Estable,0.5973985645055113,1,1
4,2024-11-28 16:15:06,3191760.0,6,62,Independiente,8000000,4000000,472442,810.0,15,4,6,0,5,,,0.6325286827121723,1,1
9,2025-05-11 11:10:05,1604400.0,5,56,Independiente,5000000,2000000,260433,797.0,6,7,3,1,2,933473.0,Creciente,0.506907102218568,0,1
4,2025-02-20 16:45:26,1650000.0,12,44,Independiente,1400000,700000,129621,868.0,8,3,2,1,0,1204496.0,Creciente,0.21052223963282643,0,0
4,2025-04-09 08:13:58,1749600.0,6,50,Independiente,4000000,1500000,260027,784.0,4,2,2,0,0,,,0.36613914652529755,0,1
9,2025-04-26 15:26:34,1269000.0,5,40,Independiente,5000000,2000000,205990,749.0,6,7,3,0,3,,,0.5344940856781719,0,0
4,2025-01-04 15:38:25,4944000.0,6,51,Independiente,30000000,10000000,732474,863.0,9,12,7,0,1,2345454.0,Creciente,0.37751568955087705,0,0
4,2025-08-12 18:57:16,1029024.0,6,63,Independiente,8370000,489000,154111,872.0,5,8,3,0,0,,,0.40140643959768085,0,0
4,2025-01-21 17:09:08,1200000.0,6,57,Empleado,3000000,1000000,166667,780.0,1,2,0,0,0,6703319.0,Creciente,0.29247180818486407,0,0
4,2025-08-18 15:28:58,8649999.6,6,50,Independiente,8470000,2724000,1301985,812.0,7,3,4,0,2,333135.0,Decreciente,0.4479354708260062,0,0
4,2025-01-09 10:48:25,1905153.5999999999,6,46,Independiente,5000000,2000000,282256,798.0,8,1,0,3,0,,,0.34809642752892733,0,0
4,2025-04-12 15:32:04,2301030.0,10,42,Independiente,10600000,0,213136,782.0,8,5,3,0,4,,,0.40859940399487277,0,0
4,2025-04-08 15:45:57,1199880.0,6,39,Empleado,1200000,500000,178377,834.0,3,0,1,0,0,1023333.0,Creciente,0.27606113814936206,0,0
4,2024-12-28 17:28:36,1806840.0,6,62,Empleado,1100000,500000,268172,812.0,5,0,2,0,0,1136219.0,Creciente,0.4019732706259619,0,0
4,2025-01-10 14:03:11,1499640.0,12,57,Independiente,4000000,1400000,117664,828.0,8,2,3,1,1,908526.0,Estable,0.22909164653781142,0,0
4,2025-02-17 12:13:35,3516000.0,6,53,Independiente,10000000,3000000,522198,724.0,5,3,2,0,2,916841.0,Creciente,0.5508611629202708,1,0
4,2025-02-18 11:35:46,2014699.2,10,55,Independiente,1400000,600000,186892,800.0,1,2,0,0,1,,,0.3652803167500708,0,0
9,2024-12-05 13:58:28,1084186.8,5,59,Independiente,4000000,2000000,175581,677.0,3,0,2,0,1,,,0.4875116901111349,0,0
4,2025-02-26 13:58:25,3350161.1999999997,12,38,Empleado,3500000,500000,263530,856.0,4,4,2,0,0,3118405.0,Creciente,0.20481367477760654,0,0
4,2024-12-18 17:03:48,5230200.0,12,42,Independiente,5000000,1000000,410396,820.0,7,2,1,0,2,908526.0,Estable,0.44762645649582017,0,0
4,2025-03-22 11:50:46,2254020.0,6,42,Independiente,6000000,2200000,335012,772.0,5,9,2,0,0,908526.0,Estable,0.6454522374538523,1,1
9,2025-05-23 16:01:54,1269000.0,7,41,Independiente,5000000,2000000,150036,734.0,23,5,13,0,6,3917774.0,Creciente,0.4584264380540677,0,0
4,2025-04-04 16:51:47,1712499.5999999999,12,41,Independiente,4000000,3000000,134764,758.0,7,9,4,0,1,294430.0,Decreciente,0.44878616480049943,0,0
9,2025-05-28 09:42:50,442560.0,2,47,Independiente,5000000,2000000,174626,757.0,1,8,0,0,1,,,0.4361709283432724,0,0
4,2025-08-10 15:53:09,2019600.0,6,64,Empleado,3000000,1000000,299446,874.0,1,3,1,0,0,1033825.0,Creciente,0.29939234443675855,0,0
4,2025-07-04 12:52:54,3600000.0,8,55,Independiente,3000000,2000000,413020,814.0,5,3,2,0,2,,,0.3682331884812791,0,0
4,2025-08-10 15:07:12,636000.0,6,65,Independiente,954263,1127000,95739,868.0,5,9,5,0,0,954263.0,Creciente,0.3001157392949352,0,0
4,2024-12-30 12:11:31,3810308.4,12,55,Empleado,3000000,1000000,297986,788.0,9,3,2,1,4,992011.0,Decreciente,0.3753215767716083,0,0
4,2025-08-11 10:15:18,1534020.0,6,53,Independiente,2090000,0,230921,782.0,1,1,0,0,0,,,0.3408532578399942,0,0
4,2025-05-05 13:39:37,3661855.1999999997,6,61,Independiente,15000000,3000000,545699,805.0,5,6,4,0,0,,,0.4669599094604209,0,0
4,2025-04-05 17:06:44,1929480.0,6,49,Empleado,6800000,2500000,286841,801.0,6,3,4,0,1,31156.0,Creciente,0.4357965085770627,0,0
9,2025-04-23 09:45:07,1269000.0,5,65,Independiente,5000000,2000000,205990,871.0,4,8,2,0,1,,,0.526955884346218,0,1
9,2025-02-13 14:26:42,3586916.4,9,41,Independiente,3800000,1600000,335308,723.0,18,3,15,0,2,2021403.0,Decreciente,0.5069817769004273,0,0
9,2025-03-20 11:21:14,878880.0,3,60,Independiente,5000000,2000000,233237,831.0,2,2,0,0,1,2630127.0,Decreciente,0.29093811876445974,0,0
9,2025-04-30 18:11:34,1269000.0,5,41,Independiente,5000000,2000000,205990,751.0,11,5,7,0,1,1043410.0,Creciente,0.4545151851326732,0,0
9,2025-04-05 12:28:58,878880.0,2,38,Independiente,4000000,2000000,346587,779.0,10,7,5,1,2,931394.0,Creciente,0.40531172907462765,0,0
4,2025-04-13 13:21:09,2349480.0,12,56,Independiente,5000000,1200000,184891,867.0,2,3,1,1,0,908526.0,Estable,0.35717445736630876,0,0
9,2025-07-03 16:46:30,719785.2,8,50,Independiente,5000000,2000000,75201,794.0,9,8,5,1,2,954263.0,Creciente,0.3549877177933137,0,0
4,2025-01-26 14:05:03,3105240.0,6,43,Independiente,10000000,5000000,460102,769.0,10,5,4,0,1,1516832.0,Creciente,0.4531243702412696,0,0
9,2025-05-25 16:45:29,821208.0,2,20,Independiente,5000000,2000000,324034,767.0,7,4,2,0,3,954263.0,Creciente,0.5068084006964305,0,0
4,2025-01-10 16:14:29,3931081.1999999997,12,65,Empleado,12000000,2500000,272992,878.0,4,2,2,0,0,916148.0,Creciente,0.4570967291894433,0,0
9,2025-05-10 16:37:21,1269000.0,2,53,Independiente,5000000,2000000,500578,819.0,7,10,4,0,2,933473.0,Creciente,0.4140038113353317,0,0
4,2025-02-01 18:15:20,779880.0,24,65,Independiente,1500000,350000,34172,811.0,4,1,0,0,1,,,0.36187186027501334,0,0
4,2025-01-22 13:31:24,3279120.0,12,62,Empleado,15000000,6000000,227717,883.0,5,3,4,0,0,14708111.0,Creciente,0.2914723178084442,0,0
4,2025-05-02 17:25:34,1633020.0,6,51,Independiente,5000000,2000000,242783,865.0,7,3,5,0,1,939017.0,Creciente,0.3272960812247698,0,0
9,2025-01-01 12:49:41,2909440.8,10,65,Independiente,5000000,3000000,246765,430.0,13,2,10,0,2,,,0.529242938876417,0,0
9,2025-05-04 10:47:08,2113460.4,10,45,Independiente,3000000,1500000,179725,841.0,6,2,2,1,1,939017.0,Creciente,0.16463370973593325,0,0
4,2025-01-11 19:03:29,2340000.0,12,37,Empleado,3100000,200000,183599,737.0,3,10,2,0,0,3021448.0,Creciente,0.4776417479652165,0,0
9,2025-02-03 17:07:37,2079050.4,9,67,Independiente,3000000,1200000,194165,876.0,3,2,3,0,0,908526.0,Estable,0.262506027239842,0,0
9,2024-12-06 17:11:19,677718.0,10,68,Empleado,0,0,57390,799.0,1,1,1,0,0,2711627.0,Creciente,0.2947357711347361,0,0
9,2025-09-10 13:43:11,3511209.6,10,66,Empleado,9230000,4988000,302040,820.0,14,3,10,0,0,969508.0,Creciente,0.3269780330708855,0,0
9,2025-03-06 10:54:47,4949838.0,11,45,Independiente,4000000,2000000,389741,868.0,7,2,3,2,0,923771.0,Creciente,0.3062262109494778,0,0
9,2025-01-15 17:12:09,2407514.4,10,67,Empleado,2000000,1500000,204194,761.0,4,0,2,0,2,,,0.2704733378209304,0,0
9,2025-02-22 11:26:40,878880.0,8,63,Independiente,5000000,2000000,91585,819.0,8,3,1,3,4,,,0.3366894486103621,0,0
9,2024-12-04 17:21:39,1653325.2,9,43,Independiente,2000000,1700000,154185,789.0,1,2,0,0,0,,,0.3617452823423654,0,0
9,2025-01-10 11:37:12,4541006.399999999,9,42,Empleado,5000000,2000000,424091,823.0,3,2,1,1,0,30285.0,Decreciente,0.4525593384945939,0,0
4,2025-08-11 18:52:59,3623280.0,6,43,Empleado,605733,3797000,542685,805.0,3,4,0,0,3,605733.0,Creciente,0.33703372384161007,0,0
9,2025-01-19 17:24:24,2896401.6,9,41,Independiente,5500000,2500000,270499,853.0,14,5,12,0,1,1755606.0,Estable,0.3566207925085394,0,0
4,2025-07-22 12:39:50,4032000.0,6,38,Independiente,1000000,1158000,603902,760.0,4,1,1,1,1,1000000.0,Estable,0.3647308836147543,0,0
4,2026-01-23 11:13:09,1582800.0,6,63,Independiente,1750000,342000,243484,792.0,2,6,1,0,1,1013333.0,Creciente,0.45081499097893546,0,0
9,2025-02-08 11:44:09,1183716.0,9,62,Independiente,3500000,2000000,110549,889.0,3,2,1,0,2,,,0.25911783046725745,0,0
9,2025-02-16 17:30:57,3417370.8,9,42,Independiente,10000000,4000000,319458,771.0,7,5,0,0,5,2128000.0,Estable,0.46137736008454255,0,0
9,2025-03-27 08:37:58,3019130.4,9,42,Independiente,6000000,5500000,282366,834.0,7,4,5,0,1,1242500.0,Creciente,0.34209571498720964,0,0
9,2025-06-05 10:19:07,2642703.6,10,47,Independiente,3500000,2000000,224966,830.0,3,4,2,0,1,1000000.0,Decreciente,0.24874172431547423,0,0
9,2025-03-12 14:30:09,5277316.8,9,68,Independiente,3500000,0,493328,886.0,2,3,2,0,0,,,0.47484428776337834,0,0
9,2025-05-18 12:47:24,413592.0,6,41,Empleado,5000000,2000000,56513,732.0,9,9,6,0,2,826757.0,Creciente,0.49680300252640064,0,0
9,2025-10-13 09:57:00,5975440.8,11,42,Independiente,4780000,1227000,476119,831.0,8,3,5,0,0,1500000.0,Creciente,0.29815927710839674,0,0
9,2025-04-07 13:23:09,1864176.0,11,40,Independiente,3000000,1500000,145286,825.0,7,2,5,0,0,200000.0,Decreciente,0.2538999040623317,0,0
4,2025-03-02 09:45:44,1701202.8,12,40,Empleado,2100000,1000000,134481,835.0,3,7,1,1,1,2997521.0,Decreciente,0.24464012913278008,0,0
4,2025-06-09 14:55:24,420000.0,18,45,Empleado,3700000,1800000,23983,731.0,13,7,6,0,5,,,0.42024826203724724,0,0
4,2025-07-26 08:51:13,639600.0,6,62,Independiente,2734000,0,96378,839.0,1,1,1,0,0,,,0.358965806302754,0,0
4,2024-12-11 13:45:02,3600000.0,36,42,Empleado,2500000,1000000,116567,827.0,3,2,2,0,0,908526.0,Estable,0.4365831754141155,0,0
9,2024-11-28 13:03:50,2429022.0,9,41,Independiente,8000000,3000000,226524,844.0,4,3,3,1,0,1000000.0,Estable,0.350454471083725,0,0
9,2025-06-27 11:59:06,3387720.0,9,42,Empleado,5000000,2000000,317596,890.0,7,2,5,0,0,7423500.0,Creciente,0.18110858148416212,0,0
9,2025-04-23 14:41:04,1249776.0,10,41,Empleado,2000000,800000,106279,791.0,9,2,6,0,0,933473.0,Creciente,0.20925627949805667,0,0
9,2025-01-12 17:31:28,1955869.2,10,41,Empleado,652000,0,165888,883.0,7,0,3,0,1,,,0.3380704143587906,0,0
9,2025-01-29 12:34:24,1421530.8,10,68,Independiente,3500000,1200000,120568,856.0,11,2,6,2,3,,,0.24906924280025744,0,0
9,2025-05-24 10:11:01,2543582.4,9,40,Independiente,5000000,2000000,238345,825.0,9,4,3,0,1,871788.0,Creciente,0.3777067948371911,0,0
4,2025-04-17 10:12:47,1530643.2,12,61,Empleado,6500000,2000000,121344,749.0,8,4,5,0,0,931394.0,Creciente,0.37517187650645745,0,0
4,2025-02-17 17:40:19,1376400.0,12,57,Empleado,1200000,500000,108136,843.0,7,1,1,3,2,1159147.0,Decreciente,0.20874610999151355,0,0
4,2025-04-01 13:45:32,669600.0,6,41,Independiente,3600000,500000,99948,795.0,3,6,1,0,1,,,0.4063246461284027,0,0
9,2025-01-31 15:56:06,1806945.5999999999,10,43,Empleado,3800000,1800000,153257,829.0,5,4,4,1,0,2528216.0,Decreciente,0.24826478745485347,0,0
4,2025-08-12 12:19:07,2068440.0,6,54,Empleado,14795278,4097000,311339,871.0,8,3,5,0,1,14795278.0,Decreciente,0.2517858796447793,0,0
9,2025-06-21 17:40:17,1674801.5999999999,10,59,Independiente,8000000,3500000,142646,920.0,6,4,6,0,0,4239337.0,Decreciente,0.2666187224491334,0,0
9,2025-04-20 18:09:07,637281.6,9,64,Empleado,2000000,1500000,59659,874.0,4,2,1,0,0,,,0.24725927985273372,0,0
4,2024-12-19 10:56:54,552000.0,6,41,Empleado,1700000,200000,81845,807.0,2,4,1,0,0,1023151.0,Creciente,0.4086050181574222,0,0
9,2025-03-08 14:46:43,1055187.5999999999,10,66,Independiente,6000000,4000000,89590,828.0,12,7,9,1,0,923771.0,Creciente,0.3563727718393402,0,0
9,2025-05-08 09:00:19,799680.0,11,39,Empleado,3100000,1500000,62395,794.0,3,3,0,0,1,,,0.22767685779641966,0,0
9,2025-03-21 09:02:47,3388212.0,10,39,Empleado,3000000,1000000,287825,696.0,11,2,5,0,5,931763.0,Decreciente,0.4604907119120052,0,0
4,2025-02-15 11:56:34,793506.0,12,59,Empleado,1500000,300000,62522,823.0,1,4,0,0,1,923771.0,Creciente,0.313220979528072,0,0
9,2025-04-07 11:42:19,1439079.5999999999,11,60,Empleado,5000000,3500000,112156,815.0,3,4,0,0,2,991122.0,Creciente,0.3630176336389614,0,0
9,2026-02-26 08:34:21,3823214.4,10,43,Empleado,18258000,4028000,342742,880.0,12,2,9,0,0,13719347.0,Creciente,0.2757539071910622,0,0
4,2025-05-18 11:48:17,1611759.5999999999,6,42,Independiente,2500000,1600000,241383,731.0,2,3,1,0,0,,,0.38120757986520015,0,0
9,2025-04-06 17:08:50,2536836.0,9,53,Independiente,3000000,1500000,237259,771.0,5,9,3,0,0,1783333.0,Decreciente,0.4032369981204599,0,0
4,2025-10-17 15:41:56,2065746.0,18,67,Empleado,3400000,408000,122030,727.0,4,6,0,2,1,983368.0,Creciente,0.45864359672718336,0,0
9,2026-02-06 12:14:01,3394948.8,9,43,Empleado,4872000,1424000,331642,856.0,5,3,4,0,1,3568025.0,Creciente,0.22756901895197154,0,0
9,2025-06-22 10:16:10,2843659.1999999997,9,42,Independiente,3000000,2000000,269489,825.0,5,2,3,0,0,,,0.20383127430438877,0,0
9,2025-03-28 08:54:54,1411796.4,11,41,Empleado,6500000,2500000,111226,850.0,7,5,6,0,1,9119911.0,Creciente,0.26677112095850747,0,0
4,2025-02-09 14:13:32,1404000.0,10,37,Empleado,3500000,2000000,129921,774.0,2,1,0,0,0,3447484.0,Creciente,0.2025356688459142,0,0
9,2024-12-07 10:41:13,1774891.2,10,63,Independiente,3000000,1500000,150301,943.0,6,1,0,1,3,,,0.25534983425776503,0,0
9,2025-06-08 12:47:02,744115.2,9,37,Empleado,2000000,1400000,69727,735.0,5,5,0,0,2,2868897.0,Creciente,0.3751049542831325,0,0
9,2025-11-12 10:09:15,3846830.4,10,40,Empleado,4824000,1638000,337499,818.0,8,3,6,0,1,1084047.0,Creciente,0.34857537319449555,0,0
9,2024-12-04 16:39:13,1784658.0,7,64,Empleado,3200000,2500000,210192,922.0,8,0,5,0,0,,,0.23821758243684396,0,0
4,2025-04-19 10:33:16,1289400.0,6,61,Empleado,1600000,700000,192463,838.0,4,5,2,1,1,2700459.0,Creciente,0.30296612079961877,0,0
9,2025-12-17 11:33:05,3081804.0,4,68,Empleado,2980000,582000,631536,848.0,6,2,4,0,0,992377.0,Creciente,0.3309970254437624,0,0
4,2025-01-23 10:23:42,960000.0,6,62,Independiente,3000000,1050000,142489,856.0,8,1,6,0,2,,,0.24702877115098307,0,0
9,2025-07-25 12:45:16,3278569.1999999997,9,68,Empleado,5000000,2000000,307951,861.0,3,2,2,0,0,,,0.3360163271853201,0,0
9,2025-06-15 09:08:31,2000076.0,10,67,Independiente,1500000,600000,170261,882.0,3,1,3,0,0,1100000.0,Estable,0.20832398857539033,0,0
4,2025-06-22 11:57:43,734400.0,6,62,Independiente,2600000,450000,110397,794.0,9,2,5,0,1,977131.0,Creciente,0.2221711378733376,0,0
4,2025-03-19 11:20:14,1763880.0,6,56,Empleado,4550000,2000000,262163,712.0,9,6,4,0,2,3210392.0,Creciente,0.45805470976821794,0,0
4,2025-01-16 17:47:32,1896000.0,12,57,Independiente,3000000,800000,149205,771.0,7,2,2,1,0,916148.0,Creciente,0.231326511862495,0,0
9,2025-02-23 15:49:23,8830670.4,9,46,Independiente,2800000,2300000,825498,748.0,18,6,13,0,3,,,0.5040288467104292,0,0
4,2024-12-07 08:33:22,2328000.0,12,42,Independiente,16000000,12000000,182670,762.0,10,7,7,0,1,860936.0,Decreciente,0.566241423063163,1,1
4,2025-01-23 12:11:58,4659840.0,6,39,Empleado,12000000,6000000,690914,706.0,3,2,2,0,0,5615070.0,Creciente,0.4100323855242946,0,0
4,2025-01-07 10:33:41,600000.0,6,43,Independiente,3000000,2400000,88893,738.0,2,5,0,0,1,,,0.6369310354856733,1,1
4,2025-03-10 19:00:50,1092960.0,8,40,Empleado,1800000,500000,124065,765.0,1,4,0,0,0,1196669.0,Creciente,0.4287353312930794,0,0
4,2025-10-03 15:30:48,2067540.0,6,54,Independiente,4350000,1352000,312676,748.0,10,3,6,0,1,1536363.0,Creciente,0.35309948524173684,0,0
4,2025-04-05 10:15:41,4152000.0,6,43,Independiente,15000000,3000000,617282,775.0,3,5,2,0,0,32724.0,Creciente,0.5823973413989108,1,0
4,2024-12-02 14:30:45,2952000.0,6,42,Independiente,5000000,1500000,438153,749.0,7,4,2,0,2,30285.0,Creciente,0.5933976112784961,1,0
4,2025-02-15 11:33:28,2648520.0,8,55,Empleado,7200000,3000000,300397,748.0,3,5,2,0,1,7245404.0,Creciente,0.40119644004266797,0,0
4,2024-12-09 18:45:22,1985520.0,6,55,Empleado,2000000,800000,294702,848.0,3,2,1,0,0,3879984.0,Creciente,0.37020008114286795,0,0
4,2025-08-08 18:25:52,2340600.0,6,52,Empleado,8000000,4000000,347040,760.0,22,15,15,1,2,5885289.0,Creciente,0.36375312300144436,0,0
4,2025-02-23 15:08:54,12480000.0,6,42,Independiente,14000000,4000000,1853620,708.0,5,5,3,0,0,908526.0,Estable,0.6512635188439021,1,0
9,2025-02-09 12:56:34,1604400.0,6,62,Independiente,4000000,2000000,218705,800.0,6,5,4,0,1,1565000.0,Estable,0.39638640273943637,0,0
4,2024-12-23 11:38:12,4973194.8,6,55,Independiente,8000000,1500000,736876,781.0,4,4,1,0,1,60569.0,Decreciente,0.7047679308725003,1,1
4,2025-04-27 13:04:50,3565920.0,6,43,Independiente,3000000,800000,531436,880.0,7,3,7,0,0,,,0.3410102539046345,0,0
4,2025-03-27 12:05:05,10656000.0,6,61,Independiente,8000000,3500000,1583786,860.0,6,5,4,0,1,1016666.0,Creciente,0.4100693339090638,0,0
4,2025-01-28 10:59:29,7620618.0,6,58,Independiente,20000000,1000000,1131819,845.0,5,6,4,0,0,1189017.0,Decreciente,0.4315309163321193,0,0
4,2025-03-15 15:32:33,6480000.0,6,38,Independiente,10000000,2000000,963064,788.0,3,3,1,0,0,545426.0,Creciente,0.596100437217181,1,0
4,2025-04-27 14:33:10,3575997.6,6,48,Independiente,6000000,1800000,531648,774.0,8,5,5,0,1,963410.0,Decreciente,0.5050351158995213,0,0
4,2025-05-10 15:25:52,1144800.0,6,49,Empleado,2257000,1000000,170189,827.0,4,2,1,0,1,2835797.0,Creciente,0.17667604214253751,0,0
4,2025-01-13 18:24:14,1923600.0,8,41,Empleado,2500000,1000000,217883,803.0,1,2,0,0,0,1200000.0,Estable,0.2999153598571534,0,0
9,2025-05-16 10:39:32,821208.0,2,39,Empleado,4000000,1000000,323939,777.0,8,7,4,0,2,939017.0,8315,0.3578698145892005,0,0
4,2025-02-17 09:14:24,3389690.4,6,60,Independiente,8000000,1500000,503439,846.0,5,1,4,0,0,878310.0,Creciente,0.5174686288625634,0,0
4,2025-03-06 12:30:12,3513480.0,12,62,Independiente,8000000,4000000,276351,774.0,3,5,3,0,0,,,0.532124709544025,0,0
4,2025-10-19 19:35:28,4923840.0,6,46,Empleado,3080000,2929000,744637,815.0,6,3,1,3,1,1414200.0,Decreciente,0.3629408042367276,0,0
4,2025-03-16 10:13:38,1848600.0,6,58,Empleado,5000000,2000000,274568,865.0,7,4,2,3,0,5011916.0,Decreciente,0.3343945101149046,0,0
9,2025-04-10 16:31:10,878880.0,3,59,Independiente,4000000,2000000,233237,830.0,1,2,1,0,0,,,0.34637192108033676,0,0
4,2025-03-17 17:11:41,3042780.0,6,57,Independiente,3000000,400000,451936,826.0,1,0,0,0,0,931394.0,Creciente,0.4124613773635787,0,0
4,2025-11-13 16:42:38,2010000.0,6,54,Independiente,6940000,628000,305643,885.0,13,4,11,0,1,1447666.0,Estable,0.3669575286325843,0,0
9,2025-07-02 12:27:32,1498992.0,2,58,Independiente,5000000,2000000,591562,835.0,6,5,4,0,1,950105.0,Creciente,0.37492022307852413,0,0
9,2025-07-11 16:12:55,1604400.0,2,53,Independiente,5000000,2000000,633160,844.0,4,3,1,1,1,954300.0,Creciente,0.38059338675065796,0,0
4,2025-10-03 12:42:03,4128000.0,6,35,Independiente,6270000,2282000,625577,843.0,6,4,3,0,1,984754.0,Creciente,0.4473567891098655,0,0
9,2025-05-03 12:51:08,1604400.0,2,53,Independiente,5000000,2000000,632882,829.0,3,4,1,0,1,1200000.0,0,0.35885696080103924,0,0
9,2025-06-26 15:03:58,1185660.0,2,46,Independiente,5000000,2000000,467909,844.0,4,8,1,0,1,958420.0,Creciente,0.4036262852236362,0,0
4,2025-06-05 17:01:21,3753600.0,6,46,Independiente,8000000,2500000,560315,772.0,8,2,7,0,0,539277.0,Creciente,0.46795607096401254,0,0
4,2025-03-31 09:28:09,2076000.0,6,49,Independiente,20000000,5000000,308537,786.0,20,4,11,1,2,2141333.0,Creciente,0.34064533171765315,0,0
4,2025-02-09 16:35:28,3335808.0,6,46,Independiente,10000000,2000000,495458,811.0,7,3,3,0,3,923771.0,Creciente,0.500882255323503,0,0
9,2024-11-29 14:27:32,1084186.8,2,50,Independiente,4000000,1500000,427173,725.0,9,5,4,0,1,,,0.48180895237293764,0,0
9,2025-06-28 12:15:11,473947.19999999995,2,33,Independiente,5000000,2000000,187039,850.0,11,4,6,0,1,33334.0,Estable,0.3843343103470652,0,0
4,2025-07-01 14:14:12,2224999.1999999997,6,53,Independiente,2500000,0,333224,782.0,8,7,6,0,1,,,0.38814721618504633,0,0
4,2025-02-23 14:14:40,14400000.0,12,66,Independiente,10000000,3700000,1131327,836.0,4,4,2,0,0,926008.0,Decreciente,0.4201050227861698,0,0
9,2025-05-11 16:09:06,3048865.1999999997,11,47,Independiente,3400000,1400000,237887,809.0,2,1,0,0,1,918689.0,Creciente,0.26453587483466373,0,0
4,2026-01-09 14:21:14,4532400.0,36,63,Empleado,2575000,34000,171015,819.0,3,1,2,1,0,2891942.0,Decreciente,0.4107893050092091,0,0
